call_type,latitude,longitude
Structure Fire,37.77654089,-122.4175015
Medical Incident,37.78283615,-122.4175021
Medical Incident,37.75100329,-122.5074162
Alarms,37.78691269,-122.4097562
Medical Incident,37.76924706,-122.4269556
Medical Incident,37.72569336,-122.4522897
Medical Incident,37.72274665,-122.43296
Structure Fire,37.77710453,-122.3927504
Medical Incident,37.78611721,-122.4198542
Gas Leak (Natural and LP Gases),37.73234235,-122.3862804
Medical Incident,37.75029859,-122.386096
Medical Incident,37.76448783,-122.4074197
Medical Incident,37.7906704,-122.4051814
Medical Incident,37.77716795,-122.4263373
Medical Incident,37.77858957,-122.4116262
Medical Incident,37.7911188,-122.416758
Medical Incident,37.77564966,-122.3998197
Electrical Hazard,37.78698104,-122.4300053
Other,37.76544761,-122.4131052
Medical Incident,37.79375456,-122.3955836
Medical Incident,37.7639586,-122.4668431
Structure Fire,37.77021017,-122.445345
Medical Incident,37.70946138,-122.4374764
Medical Incident,37.7659078,-122.4561869
Traffic Collision,37.7810766,-122.4044037
Medical Incident,37.76953227,-122.4469077
Structure Fire,37.72989604,-122.4561633
Traffic Collision,37.72518652,-122.4616735
Structure Fire,37.77771244,-122.4127367
Medical Incident,37.73925863,-122.4980627
Medical Incident,37.75130373,-122.4340895
Medical Incident,37.73002139,-122.428328
Medical Incident,37.74546769,-122.4845284
Structure Fire,37.76959271,-122.4166885
Structure Fire,37.72989604,-122.4561633
Alarms,37.77671905,-122.4586117
Structure Fire,37.76235475,-122.4373424
Traffic Collision,37.71772407,-122.4379448
Medical Incident,37.77744083,-122.4256194
Medical Incident,37.78575696,-122.4248411
Medical Incident,37.79053181,-122.4039142
Medical Incident,37.76278269,-122.431141
Gas Leak (Natural and LP Gases),37.71722305,-122.3911499
Structure Fire,37.77021017,-122.445345
Gas Leak (Natural and LP Gases),37.71722305,-122.3911499
Medical Incident,37.76559292,-122.4740453
Medical Incident,37.77762424,-122.3999811
Medical Incident,37.78002149,-122.4321144
Medical Incident,37.77983587,-122.4142965
Alarms,37.78061684,-122.4165623
Medical Incident,37.77729986,-122.4196936
Medical Incident,37.77068484,-122.4453718
Structure Fire,37.72989604,-122.4561633
Alarms,37.78409104,-122.4117844
Medical Incident,37.76209916,-122.4149986
Medical Incident,37.78139813,-122.4092454
Structure Fire,37.76235475,-122.4373424
Medical Incident,37.74093462,-122.5023423
Structure Fire,37.72989604,-122.4561633
Medical Incident,37.78298966,-122.445995
Medical Incident,37.77578731,-122.3933551
Medical Incident,37.72492895,-122.4606961
Medical Incident,37.78377752,-122.4176186
Medical Incident,37.72584109,-122.4788651
Medical Incident,37.80655463,-122.4137867
Medical Incident,37.74936982,-122.4126872
Medical Incident,37.78611721,-122.4198542
Medical Incident,37.78255696,-122.4163494
Medical Incident,37.73661445,-122.4357995
Medical Incident,37.71089197,-122.4205402
Medical Incident,37.78010742,-122.4630743
Medical Incident,37.77247753,-122.3895185
Medical Incident,37.7257686,-122.413836
Medical Incident,37.76450936,-122.4525694
Medical Incident,37.78456014,-122.407337
Medical Incident,37.75834826,-122.440442
Medical Incident,37.75969331,-122.414835
Medical Incident,37.77762424,-122.3999811
Alarms,37.78061684,-122.4165623
Structure Fire,37.76235475,-122.4373424
Medical Incident,37.7306107,-122.4758628
Medical Incident,37.72839657,-122.3819014
Medical Incident,37.74816569,-122.4182212
Medical Incident,37.7615844,-122.4225879
Medical Incident,37.78735926,-122.4082267
Medical Incident,37.76178483,-122.4350137
Medical Incident,37.74816569,-122.4182212
Medical Incident,37.72022612,-122.3933938
Medical Incident,37.7850501,-122.4343283
Medical Incident,37.76463158,-122.4059515
Alarms,37.74462523,-122.4103456
Traffic Collision,37.77797226,-122.4223539
Medical Incident,37.75969331,-122.414835
Medical Incident,37.77805293,-122.4578305
Medical Incident,37.76140516,-122.5048531
Medical Incident,37.77599866,-122.4180043
Gas Leak (Natural and LP Gases),37.73234235,-122.3862804
Medical Incident,37.76463158,-122.4059515
Medical Incident,37.77975861,-122.4707113
Medical Incident,37.78086621,-122.4288032
Traffic Collision,37.71772407,-122.4379448
Alarms,37.77961924,-122.4310816
Alarms,37.78061684,-122.4165623
Medical Incident,37.76908277,-122.4133535
Medical Incident,37.73661445,-122.4357995
Gas Leak (Natural and LP Gases),37.75762161,-122.4100626
Traffic Collision,37.7810766,-122.4044037
Alarms,37.78409104,-122.4117844
Medical Incident,37.79503404,-122.3997284
Medical Incident,37.78575696,-122.4248411
Medical Incident,37.75995363,-122.4371836
Medical Incident,37.78091754,-122.4637333
Alarms,37.77671905,-122.4586117
Traffic Collision,37.77533224,-122.3972063
Medical Incident,37.74429281,-122.4390916
Structure Fire,37.72662597,-122.4498792
Alarms,37.74556671,-122.4511557
Outside Fire,37.7797358,-122.5104762
Other,37.71722305,-122.3911499
Structure Fire,37.77863204,-122.4317632
Citizen Assist / Service Call,37.78563178,-122.4137826
Alarms,37.78409104,-122.4117844
Structure Fire,37.77021017,-122.445345
Traffic Collision,37.78139813,-122.4092454
Structure Fire,37.76235475,-122.4373424
Medical Incident,37.76448783,-122.4074197
Traffic Collision,37.71772407,-122.4379448
Medical Incident,37.77983587,-122.4142965
Medical Incident,37.74716935,-122.4370084
Alarms,37.72186421,-122.4429941
Other,37.73099183,-122.4839775
Medical Incident,37.78537265,-122.4313664
Electrical Hazard,37.78901634,-122.4102424
Alarms,37.77961924,-122.4310816
Structure Fire,37.76593633,-122.4309626
Medical Incident,37.7817668,-122.441376
Medical Incident,37.74093462,-122.5023423
Medical Incident,37.7422802,-122.4226218
Structure Fire,37.77771244,-122.4127367
Medical Incident,37.70976253,-122.449675
Alarms,37.73796045,-122.4463216
Medical Incident,37.76209916,-122.4149986
Traffic Collision,37.77406165,-122.4376106
Medical Incident,37.72492895,-122.4606961
Medical Incident,37.77865785,-122.4165803
Structure Fire,37.77771244,-122.4127367
Medical Incident,37.77853962,-122.417393
Medical Incident,37.80680624,-122.4113088
Gas Leak (Natural and LP Gases),37.79900403,-122.4417952
Medical Incident,37.77762424,-122.3999811
Alarms,37.77346649,-122.4135469
Traffic Collision,37.71772407,-122.4379448
Medical Incident,37.77555491,-122.4404673
Medical Incident,37.7224527,-122.4513127
Medical Incident,37.78594197,-122.4080127
Medical Incident,37.79053181,-122.4039142
Medical Incident,37.7257686,-122.413836
Medical Incident,37.77983587,-122.4142965
Structure Fire,37.78640961,-122.4080362
Medical Incident,37.78234047,-122.4037719
Outside Fire,37.79804495,-122.3963671
Structure Fire,37.72989604,-122.4561633
Medical Incident,37.73181989,-122.4054121
Medical Incident,37.77578731,-122.3933551
Medical Incident,37.78316343,-122.4115993
Medical Incident,37.78796309,-122.4034918
Medical Incident,37.7731448,-122.3914729
Structure Fire,37.76235475,-122.4373424
Medical Incident,37.74886112,-122.4120878
Medical Incident,37.76937726,-122.4295114
Medical Incident,37.785233,-122.4103296
Outside Fire,37.79804495,-122.3963671
Medical Incident,37.70900271,-122.4437812
Medical Incident,37.77983587,-122.4142965
Medical Incident,37.78418176,-122.4144042
Medical Incident,37.79053181,-122.4039142
Medical Incident,37.76453932,-122.4290517
Medical Incident,37.78611721,-122.4198542
Medical Incident,37.74936982,-122.4126872
Medical Incident,37.79582371,-122.4082532
Medical Incident,37.77865785,-122.4165803
Traffic Collision,37.77533224,-122.3972063
Medical Incident,37.80764239,-122.4199036
Structure Fire,37.78640961,-122.4080362
Medical Incident,37.80680624,-122.4113088
Medical Incident,37.77983587,-122.4142965
Structure Fire,37.76505134,-122.419669
Medical Incident,37.78911819,-122.3984889
Medical Incident,37.77762424,-122.3999811
Medical Incident,37.78491618,-122.41195
Medical Incident,37.76422501,-122.4341996
Medical Incident,37.74812528,-122.4202788
Medical Incident,37.75819287,-122.4437822
Medical Incident,37.78316343,-122.4115993
Alarms,37.71076469,-122.3907928
Structure Fire,37.76160592,-122.4791362
Medical Incident,37.77779031,-122.4128343
Medical Incident,37.73103715,-122.3907271
Medical Incident,37.78008594,-122.3975017
Medical Incident,37.78366898,-122.4109266
Medical Incident,37.77527206,-122.4159082
Medical Incident,37.7224527,-122.4513127
Medical Incident,37.77599866,-122.4180043
Medical Incident,37.7301191,-122.3873152
Medical Incident,37.77744083,-122.4256194
Other,37.78479798,-122.4396639
Medical Incident,37.78651673,-122.4190168
Medical Incident,37.76478345,-122.4241027
Medical Incident,37.73925863,-122.4980627
Medical Incident,37.77916742,-122.4063464
Alarms,37.77346649,-122.4135469
Medical Incident,37.78418176,-122.4144042
Structure Fire,37.76235475,-122.4373424
Medical Incident,37.77564547,-122.4124325
Alarms,37.73585083,-122.503062
Citizen Assist / Service Call,37.7584863,-122.4223854
Medical Incident,37.78575696,-122.4248411
Medical Incident,37.73103715,-122.3907271
Medical Incident,37.77128553,-122.4132043
Medical Incident,37.79028274,-122.4340468
Medical Incident,37.77883232,-122.4156425
Other,37.72146066,-122.3922794
Fuel Spill,37.76950326,-122.4504526
Medical Incident,37.78091754,-122.4637333
Medical Incident,37.78429938,-122.4101413
Medical Incident,37.77527206,-122.4159082
Medical Incident,37.7732974,-122.4281628
Medical Incident,37.7906704,-122.4051814
Alarms,37.7837893,-122.4092663
Medical Incident,37.80680624,-122.4113088
Alarms,37.79256247,-122.4404884
Medical Incident,37.78537265,-122.4313664
Gas Leak (Natural and LP Gases),37.80789213,-122.4106851
Medical Incident,37.73855949,-122.4302085
Medical Incident,37.77716795,-122.4263373
Medical Incident,37.73038383,-122.4085721
Medical Incident,37.71856834,-122.4385086
Medical Incident,37.8032233,-122.4025805
Medical Incident,37.77281543,-122.4159836
Medical Incident,37.78848964,-122.4219486
Medical Incident,37.78276323,-122.4274692
Medical Incident,37.77956691,-122.3980599
Structure Fire,37.76160592,-122.4791362
Traffic Collision,37.7810766,-122.4044037
Medical Incident,37.79053181,-122.4039142
Medical Incident,37.77422338,-122.4367866
Medical Incident,37.77973891,-122.4071595
Medical Incident,37.74709475,-122.4900128
Structure Fire,37.72989604,-122.4561633
Medical Incident,37.78034755,-122.406488
Medical Incident,37.78298351,-122.4066986
Medical Incident,37.78316343,-122.4115993
Odor (Strange / Unknown),37.78957969,-122.4365068
Medical Incident,37.73879098,-122.4679487
Medical Incident,37.73002139,-122.428328
Medical Incident,37.77240379,-122.4542524
Medical Incident,37.78611721,-122.4198542
Alarms,37.77815444,-122.4468748
Medical Incident,37.78160513,-122.4163363
Medical Incident,37.76930364,-122.4426108
Medical Incident,37.76955576,-122.3918953
Medical Incident,37.73929811,-122.4094634
Medical Incident,37.8080501,-122.4098773
Medical Incident,37.7422802,-122.4226218
Medical Incident,37.76306283,-122.4352914
Medical Incident,37.76917837,-122.4335722
Outside Fire,37.7797358,-122.5104762
Structure Fire,37.76593633,-122.4309626
Medical Incident,37.72919356,-122.3740024
Medical Incident,37.76930364,-122.4426108
Medical Incident,37.78708179,-122.4258678
Citizen Assist / Service Call,37.75476888,-122.5081804
Medical Incident,37.78176159,-122.4110582
Medical Incident,37.7696026,-122.4263094
Traffic Collision,37.77208039,-122.4457167
Medical Incident,37.77128553,-122.4132043
Medical Incident,37.75742155,-122.4679269
Medical Incident,37.8080501,-122.4098773
Medical Incident,37.7197791,-122.3909852
Medical Incident,37.76932618,-122.4527123
Medical Incident,37.74716935,-122.4370084
Medical Incident,37.76701211,-122.4231523
Medical Incident,37.78925337,-122.4229472
Medical Incident,37.76897127,-122.4479897
Medical Incident,37.78538567,-122.4082489
Gas Leak (Natural and LP Gases),37.80789213,-122.4106851
Medical Incident,37.78708179,-122.4258678
Medical Incident,37.74817255,-122.458695
Medical Incident,37.78298351,-122.4066986
Traffic Collision,37.73078874,-122.4283899
Alarms,37.71872229,-122.3891183
Medical Incident,37.76035116,-122.4638396
Structure Fire,37.72662597,-122.4498792
Traffic Collision,37.71772407,-122.4379448
Medical Incident,37.79413509,-122.3964199
Medical Incident,37.78394291,-122.4129524
Medical Incident,37.75762936,-122.5056621
Medical Incident,37.74812536,-122.4589638
Medical Incident,37.79633525,-122.4005152
Medical Incident,37.78528576,-122.4030483
Medical Incident,37.71089197,-122.4205402
Medical Incident,37.75453632,-122.4711161
Medical Incident,37.76422501,-122.4341996
Medical Incident,37.74815469,-122.4054991
Medical Incident,37.73071037,-122.3755797
Medical Incident,37.74817255,-122.458695
Medical Incident,37.77729986,-122.4196936
Alarms,37.71076469,-122.3907928
Medical Incident,37.77966604,-122.4137112
Medical Incident,37.76140516,-122.5048531
Medical Incident,37.71226467,-122.4729324
Medical Incident,37.76474784,-122.4716647
Medical Incident,37.75730761,-122.4066198
Medical Incident,37.73038383,-122.4085721
Medical Incident,37.78796309,-122.4034918
Medical Incident,37.78294352,-122.4199884
Medical Incident,37.74812536,-122.4589638
Medical Incident,37.75995363,-122.4371836
Medical Incident,37.78367395,-122.415073
Medical Incident,37.71402646,-122.471722
Medical Incident,37.70976253,-122.449675
Traffic Collision,37.71772407,-122.4379448
Medical Incident,37.79670734,-122.3981862
Medical Incident,37.75563411,-122.4154733
Alarms,37.71872229,-122.3891183
Medical Incident,37.77848748,-122.4258308
Medical Incident,37.70946138,-122.4374764
Structure Fire,37.76235475,-122.4373424
Medical Incident,37.78494314,-122.4569574
Medical Incident,37.77771244,-122.4127367
Medical Incident,37.72394717,-122.4438486
Structure Fire,37.77797709,-122.409387
Medical Incident,37.75269564,-122.4902664
Medical Incident,37.75248731,-122.4042335
Medical Incident,37.70900271,-122.4437812
Structure Fire,37.76979785,-122.4485788
Medical Incident,37.77983587,-122.4142965
Medical Incident,37.76908277,-122.4133535
Medical Incident,37.76972086,-122.4179492
Traffic Collision,37.76690348,-122.3890991
Structure Fire,37.77021017,-122.445345
Medical Incident,37.73942842,-122.4354004
Gas Leak (Natural and LP Gases),37.75762161,-122.4100626
Medical Incident,37.78176159,-122.4110582
Alarms,37.7856858,-122.4213933
Traffic Collision,37.78139813,-122.4092454
Medical Incident,37.7301191,-122.3873152
Medical Incident,37.80867276,-122.412587
Medical Incident,37.74546769,-122.4845284
Medical Incident,37.72863829,-122.3873236
Odor (Strange / Unknown),37.73559703,-122.4019666
Gas Leak (Natural and LP Gases),37.75762161,-122.4100626
Medical Incident,37.7101335,-122.444392
Medical Incident,37.78611721,-122.4198542
Medical Incident,37.78034755,-122.406488
Medical Incident,37.74816569,-122.4182212
Gas Leak (Natural and LP Gases),37.72728646,-122.3699543
Alarms,37.7856858,-122.4213933
Medical Incident,37.77633827,-122.4029965
Structure Fire,37.72662597,-122.4498792
Medical Incident,37.77068484,-122.4453718
Alarms,37.77961924,-122.4310816
Alarms,37.79697601,-122.4036809
Medical Incident,37.74890653,-122.4203537
Medical Incident,37.78202908,-122.4427203
Medical Incident,37.78367395,-122.415073
Structure Fire,37.77021017,-122.445345
Medical Incident,37.78456014,-122.407337
Medical Incident,37.79405528,-122.3989937
Odor (Strange / Unknown),37.73559703,-122.4019666
Medical Incident,37.77762424,-122.3999811
Medical Incident,37.78366898,-122.4109266
Medical Incident,37.72022612,-122.3933938
Medical Incident,37.77953108,-122.4135425
Structure Fire,37.77797709,-122.409387
Medical Incident,37.77865785,-122.4165803
Medical Incident,37.78491618,-122.41195
Medical Incident,37.7224527,-122.4513127
Other,37.77310881,-122.4230048
Medical Incident,37.70976253,-122.449675
Medical Incident,37.76027169,-122.5093816
Medical Incident,37.74812528,-122.4202788
Medical Incident,37.79503404,-122.3997284
Alarms,37.77815444,-122.4468748
Medical Incident,37.78735926,-122.4082267
Medical Incident,37.76027169,-122.5093816
Structure Fire,37.76959271,-122.4166885
Medical Incident,37.77771244,-122.4127367
Medical Incident,37.79670734,-122.3981862
Medical Incident,37.76178483,-122.4350137
Traffic Collision,37.71299484,-122.4020979
Alarms,37.79146755,-122.4132731
Medical Incident,37.71132911,-122.4451157
Medical Incident,37.71132911,-122.4451157
Medical Incident,37.78176159,-122.4110582
Medical Incident,37.74817255,-122.458695
Alarms,37.79146755,-122.4132731
Medical Incident,37.80867276,-122.412587
Medical Incident,37.75439842,-122.4092534
Medical Incident,37.785233,-122.4103296
Medical Incident,37.72067192,-122.4737176
Structure Fire,37.77771244,-122.4127367
Medical Incident,37.72669775,-122.388899
Medical Incident,37.72765798,-122.3705921
Medical Incident,37.77998926,-122.4073765
Medical Incident,37.76474784,-122.4716647
Medical Incident,37.77762424,-122.3999811
Medical Incident,37.77633827,-122.4029965
Structure Fire,37.76505134,-122.419669
Alarms,37.77346649,-122.4135469
Medical Incident,37.78867325,-122.4875314
Medical Incident,37.78316343,-122.4115993
Alarms,37.79697601,-122.4036809
Structure Fire,37.76593633,-122.4309626
Medical Incident,37.73038383,-122.4085721
Traffic Collision,37.76690348,-122.3890991
Medical Incident,37.71856834,-122.4385086
Medical Incident,37.71970552,-122.4386849
Medical Incident,37.80523668,-122.4244878
Medical Incident,37.77858957,-122.4116262
Odor (Strange / Unknown),37.73559703,-122.4019666
Traffic Collision,37.77406165,-122.4376106
Medical Incident,37.72839657,-122.3819014
Alarms,37.73796045,-122.4463216
Traffic Collision,37.74748114,-122.4035073
Medical Incident,37.78370693,-122.4085951
Medical Incident,37.76425159,-122.4113302
Alarms,37.72186421,-122.4429941
Medical Incident,37.76274366,-122.4217477
Medical Incident,37.77386178,-122.413046
Structure Fire,37.78019303,-122.4270168
Medical Incident,37.79405528,-122.3989937
Alarms,37.71076469,-122.3907928
Medical Incident,37.78211613,-122.4071607
Medical Incident,37.78160513,-122.4163363
Medical Incident,37.78370693,-122.4085951
Traffic Collision,37.77797226,-122.4223539
Medical Incident,37.75762936,-122.5056621
Other,37.77729986,-122.4196936
Medical Incident,37.79523766,-122.4199356
Medical Incident,37.74869633,-122.4158397
Medical Incident,37.80056032,-122.4387078
Medical Incident,37.78366898,-122.4109266
Medical Incident,37.74812528,-122.4202788
Medical Incident,37.7732974,-122.4281628
Medical Incident,37.78681667,-122.4899375
Medical Incident,37.78575696,-122.4248411
Medical Incident,37.77555491,-122.4404673
Medical Incident,37.73559052,-122.3904163
Medical Incident,37.74355505,-122.421128
Medical Incident,37.77762424,-122.3999811
Structure Fire,37.72989604,-122.4561633
Medical Incident,37.76097661,-122.4344574
Outside Fire,37.79238325,-122.4210529
Medical Incident,37.76474784,-122.4716647
Medical Incident,37.73660327,-122.3906556
Medical Incident,37.78399149,-122.4080665
Medical Incident,37.78294352,-122.4199884
Citizen Assist / Service Call,37.74810004,-122.4270151
Gas Leak (Natural and LP Gases),37.72876686,-122.3842187
Medical Incident,37.78419072,-122.414406
Medical Incident,37.7657833,-122.4075342
Medical Incident,37.78284503,-122.4132218
Alarms,37.7837893,-122.4092663
Medical Incident,37.70881491,-122.4236241
Medical Incident,37.79325635,-122.396302
Medical Incident,37.78469892,-122.4135935
Medical Incident,37.78600483,-122.3950773
Traffic Collision,37.77797226,-122.4223539
Gas Leak (Natural and LP Gases),37.71813379,-122.3854834
Alarms,37.79697601,-122.4036809
Medical Incident,37.77865785,-122.4165803
Medical Incident,37.74728997,-122.4855932
Medical Incident,37.7940603,-122.4079033
Structure Fire,37.77771244,-122.4127367
Medical Incident,37.7732974,-122.4281628
Medical Incident,37.76209916,-122.4149986
Medical Incident,37.77744083,-122.4256194
Medical Incident,37.77762424,-122.3999811
Alarms,37.74462523,-122.4103456
Medical Incident,37.76097661,-122.4344574
Medical Incident,37.80094372,-122.4465077
Medical Incident,37.78651673,-122.4190168
Medical Incident,37.78469892,-122.4135935
Medical Incident,37.7817668,-122.441376
Medical Incident,37.80056032,-122.4387078
Medical Incident,37.7731448,-122.3914729
Medical Incident,37.78255696,-122.4163494
Gas Leak (Natural and LP Gases),37.73234235,-122.3862804
Medical Incident,37.79053181,-122.4039142
Medical Incident,37.802315,-122.4432502
Medical Incident,37.74817255,-122.458695
Medical Incident,37.77966604,-122.4137112
Medical Incident,37.77998926,-122.4073765
Medical Incident,37.78368634,-122.4107899
Alarms,37.73585083,-122.503062
Alarms,37.71872229,-122.3891183
Structure Fire,37.76235475,-122.4373424
Medical Incident,37.79582371,-122.4082532
Medical Incident,37.78418176,-122.4144042
Medical Incident,37.77805293,-122.4578305
Traffic Collision,37.77797226,-122.4223539
Medical Incident,37.72242463,-122.462199
Medical Incident,37.73518493,-122.4635092
Medical Incident,37.71060878,-122.4429912
Medical Incident,37.7837893,-122.4092663
Medical Incident,37.79028274,-122.4340468
Gas Leak (Natural and LP Gases),37.74024002,-122.3852817
Electrical Hazard,37.71561931,-122.4626152
Medical Incident,37.7503587,-122.5008534
Medical Incident,37.76453932,-122.4290517
Medical Incident,37.74140046,-122.4379918
Medical Incident,37.78034755,-122.406488
Traffic Collision,37.77208039,-122.4457167
Medical Incident,37.77502895,-122.3990425
Medical Incident,37.73181989,-122.4054121
Medical Incident,37.78276323,-122.4274692
Medical Incident,37.78298351,-122.4066986
Medical Incident,37.74394224,-122.4226694
Outside Fire,37.79804495,-122.3963671
Medical Incident,37.71226467,-122.4729324
Medical Incident,37.80867276,-122.412587
Medical Incident,37.73661445,-122.4357995
Alarms,37.79256247,-122.4404884
Medical Incident,37.79325635,-122.396302
Electrical Hazard,37.77210826,-122.4304339
Medical Incident,37.76437321,-122.4174785
Medical Incident,37.80094372,-122.4465077
Medical Incident,37.7300372,-122.4045926
Medical Incident,37.73684696,-122.3849071
Medical Incident,37.72949423,-122.3878794
Alarms,37.75170867,-122.4139369
Structure Fire,37.77771244,-122.4127367
Alarms,37.78061684,-122.4165623
Medical Incident,37.74213368,-122.4250182
Medical Incident,37.78041947,-122.417784
Medical Incident,37.74546769,-122.4845284
Outside Fire,37.79804495,-122.3963671
Medical Incident,37.78366898,-122.4109266
Medical Incident,37.71970552,-122.4386849
Alarms,37.79146755,-122.4132731
Outside Fire,37.74700983,-122.4060925
Medical Incident,37.73684696,-122.3849071
Medical Incident,37.77422338,-122.4367866
Traffic Collision,37.74748114,-122.4035073
Medical Incident,37.76306283,-122.4352914
Gas Leak (Natural and LP Gases),37.72746974,-122.3712714
Medical Incident,37.7659078,-122.4561869
Medical Incident,37.75029859,-122.386096
Medical Incident,37.73942842,-122.4354004
Medical Incident,37.80680624,-122.4113088
Medical Incident,37.71970552,-122.4386849
Medical Incident,37.78034755,-122.406488
Medical Incident,37.73661445,-122.4357995
Medical Incident,37.78681667,-122.4899375
Medical Incident,37.71881183,-122.3890382
Alarms,37.72186421,-122.4429941
Structure Fire,37.76979785,-122.4485788
Structure Fire,37.77863204,-122.4317632
Traffic Collision,37.7818745,-122.488085
Medical Incident,37.74140046,-122.4379918
Medical Incident,37.78468776,-122.4372047
Structure Fire,37.77771244,-122.4127367
Medical Incident,37.7732974,-122.4281628
Medical Incident,37.73753285,-122.5054646
Medical Incident,37.78367395,-122.415073
Structure Fire,37.72989604,-122.4561633
Medical Incident,37.74355505,-122.421128
Medical Incident,37.78319902,-122.4376724
Medical Incident,37.78651673,-122.4190168
Medical Incident,37.76932618,-122.4527123
Outside Fire,37.77866179,-122.4069699
Alarms,37.74556671,-122.4511557
Medical Incident,37.78263551,-122.4148628
Medical Incident,37.76955576,-122.3918953
Medical Incident,37.75394207,-122.5044673
Medical Incident,37.7837893,-122.4092663
Gas Leak (Natural and LP Gases),37.73234235,-122.3862804
Medical Incident,37.77128553,-122.4132043
Medical Incident,37.76035116,-122.4638396
Structure Fire,37.78640961,-122.4080362
Alarms,37.77391107,-122.3914406
Medical Incident,37.77202529,-122.3882425
Medical Incident,37.80737946,-122.4073037
Medical Incident,37.70881491,-122.4236241
Structure Fire,37.78019303,-122.4270168
Medical Incident,37.74801345,-122.4224874
Traffic Collision,37.71299484,-122.4020979
Medical Incident,37.77771244,-122.4127367
Medical Incident,37.73879098,-122.4679487
Structure Fire,37.78640961,-122.4080362
Medical Incident,37.7894751,-122.4104062
Medical Incident,37.74886112,-122.4120878
Medical Incident,37.78367395,-122.415073
Traffic Collision,37.71772407,-122.4379448
Structure Fire,37.78640961,-122.4080362
Medical Incident,37.76684557,-122.4299996
Medical Incident,37.75819287,-122.4437822
Traffic Collision,37.76690348,-122.3890991
Medical Incident,37.77729986,-122.4196936
Structure Fire,37.76235475,-122.4373424
Medical Incident,37.78176159,-122.4110582
Medical Incident,37.75248731,-122.4042335
Medical Incident,37.72763413,-122.4035929
Medical Incident,37.76701211,-122.4231523
Medical Incident,37.77762424,-122.3999811
Alarms,37.78061684,-122.4165623
Medical Incident,37.77202529,-122.3882425
Medical Incident,37.78010742,-122.4630743
Structure Fire,37.77021017,-122.445345
Medical Incident,37.71607818,-122.4412277
Alarms,37.73585083,-122.503062
Medical Incident,37.73855949,-122.4302085
Medical Incident,37.76813969,-122.4221992
Medical Incident,37.79325635,-122.396302
Medical Incident,37.77952317,-122.4126393
Traffic Collision,37.76690348,-122.3890991
Medical Incident,37.77975861,-122.4707113
Medical Incident,37.77247753,-122.3895185
Medical Incident,37.71607818,-122.4412277
Traffic Collision,37.73078874,-122.4283899
Medical Incident,37.73559052,-122.3904163
Medical Incident,37.76930364,-122.4426108
Medical Incident,37.78234047,-122.4037719
Medical Incident,37.77533674,-122.4505439
Medical Incident,37.77762424,-122.3999811
Structure Fire,37.72989604,-122.4561633
Medical Incident,37.77994441,-122.4143179
Medical Incident,37.72582497,-122.4423244
Medical Incident,37.74213368,-122.4250182
Medical Incident,37.75857197,-122.406726
Medical Incident,37.76425159,-122.4113302
Medical Incident,37.72949423,-122.3878794
Medical Incident,37.79413509,-122.3964199
Outside Fire,37.79804495,-122.3963671
Alarms,37.77391107,-122.3914406
Medical Incident,37.78418176,-122.4144042
Medical Incident,37.802315,-122.4432502
Medical Incident,37.7503587,-122.5008534
Gas Leak (Natural and LP Gases),37.79900403,-122.4417952
Medical Incident,37.70900271,-122.4437812
Alarms,37.74462523,-122.4103456
Traffic Collision,37.77797226,-122.4223539
Alarms,37.77391107,-122.3914406
Medical Incident,37.75834826,-122.440442
Medical Incident,37.73929811,-122.4094634
Medical Incident,37.79053181,-122.4039142
Medical Incident,37.78399149,-122.4080665
Gas Leak (Natural and LP Gases),37.79900403,-122.4417952
Medical Incident,37.7940603,-122.4079033
Medical Incident,37.79053181,-122.4039142
Medical Incident,37.77533674,-122.4505439
Medical Incident,37.76437321,-122.4174785
Gas Leak (Natural and LP Gases),37.71722305,-122.3911499
Medical Incident,37.76450936,-122.4525694
Medical Incident,37.74546769,-122.4845284
Medical Incident,37.7422802,-122.4226218
Traffic Collision,37.7818745,-122.488085
Medical Incident,37.75969331,-122.414835
Medical Incident,37.72839657,-122.3819014
Outside Fire,37.7797358,-122.5104762
Medical Incident,37.77564966,-122.3998197
Medical Incident,37.78418176,-122.4144042
Medical Incident,37.72919356,-122.3740024
Medical Incident,37.7639586,-122.4668431
Medical Incident,37.76463158,-122.4059515
Medical Incident,37.77744083,-122.4256194
Medical Incident,37.72063985,-122.4115629
Structure Fire,37.77771244,-122.4127367
Medical Incident,37.75857197,-122.406726
Medical Incident,37.80523668,-122.4244878
Medical Incident,37.77555491,-122.4404673
Medical Incident,37.78202908,-122.4427203
Medical Incident,37.77953108,-122.4135425
Alarms,37.75170867,-122.4139369
Medical Incident,37.75453632,-122.4711161
Medical Incident,37.79507562,-122.4248962
Traffic Collision,37.76690348,-122.3890991
Medical Incident,37.78911819,-122.3984889
Traffic Collision,37.71772407,-122.4379448
Medical Incident,37.7770984,-122.404389
Medical Incident,37.77633827,-122.4029965
Medical Incident,37.75310805,-122.4173629
Medical Incident,37.77240379,-122.4542524
Medical Incident,37.75439842,-122.4092534
Citizen Assist / Service Call,37.77908938,-122.4319258
Medical Incident,37.79786461,-122.4066679
Medical Incident,37.77973891,-122.4071595
Citizen Assist / Service Call,37.77854483,-122.497454
Medical Incident,37.76474784,-122.4716647
Medical Incident,37.785233,-122.4103296
Alarms,37.7837893,-122.4092663
Medical Incident,37.79375456,-122.3955836
Medical Incident,37.78538567,-122.4082489
