final_priority,latitude,longitude
3,37.74392308,-122.4372058
3,37.73031322,-122.4862054
3,37.72095809,-122.3871663
3,37.71029652,-122.4189864
2,37.71118857,-122.4036501
3,37.75260006,-122.4924136
2,37.79679283,-122.4148366
2,37.78611721,-122.4198542
3,37.76950326,-122.4504526
2,37.8013245,-122.4102043
3,37.76824603,-122.4533523
3,37.78076435,-122.388778
2,37.71214951,-122.4171412
2,37.78026497,-122.4033872
2,37.7969019,-122.4068277
2,37.76226885,-122.464042
3,37.79398912,-122.4030704
3,37.76027169,-122.5093816
3,37.74392308,-122.4372058
3,37.78026497,-122.4033872
3,37.78921414,-122.446464
3,37.75186818,-122.4666038
3,37.72854447,-122.4756468
3,37.8044383,-122.4116055
3,37.80386497,-122.442782
3,37.76907613,-122.4471673
3,37.79843074,-122.4026627
2,37.72235602,-122.399476
3,37.78066015,-122.4312934
3,37.75730761,-122.4066198
2,37.78538567,-122.4082489
2,37.78367395,-122.415073
3,37.78118777,-122.3913514
2,37.76906124,-122.4291599
2,37.77514707,-122.4192556
3,37.77732776,-122.3930886
3,37.78002675,-122.4362592
3,37.75637531,-122.4405865
3,37.70881491,-122.4236241
3,37.8044383,-122.4116055
3,37.73726074,-122.5010068
3,37.73123693,-122.4050859
3,37.79456754,-122.4074578
3,37.7331435,-122.3809904
3,37.78176159,-122.4110582
3,37.78398088,-122.420197
3,37.78499964,-122.4210923
3,37.79364042,-122.3970103
2,37.7286741,-122.391441
3,37.78356548,-122.4150511
3,37.77973891,-122.4071595
3,37.78491618,-122.41195
2,37.77921168,-122.4109366
2,37.75362875,-122.3955231
3,37.79371656,-122.4322795
3,37.74817877,-122.4214039
3,37.78872976,-122.4564036
3,37.77953108,-122.4135425
2,37.78186545,-122.4142853
2,37.77966604,-122.4137112
3,37.79896754,-122.4118363
2,37.77685877,-122.3969055
3,37.77019846,-122.3895783
3,37.72615174,-122.3955539
3,37.74392308,-122.4372058
3,37.77667245,-122.3945574
3,37.76374916,-122.4942674
3,37.72179507,-122.4546166
3,37.75633027,-122.3955654
2,37.78800118,-122.4219549
3,37.798714,-122.4096183
3,37.76177683,-122.4351517
3,37.79284855,-122.4023513
3,37.77643541,-122.4150649
3,37.78482478,-122.409335
3,37.78750218,-122.4527802
2,37.74509568,-122.4929638
3,37.7478492,-122.4236193
3,37.70916003,-122.4518014
3,37.71882735,-122.4767301
3,37.77986281,-122.468426
3,37.79896754,-122.4118363
3,37.78383852,-122.4137755
3,37.78176159,-122.4110582
3,37.8044383,-122.4116055
3,37.79009063,-122.4206587
3,37.76682133,-122.4288149
2,37.76972086,-122.4179492
3,37.7894784,-122.4061669
3,37.78263551,-122.4148628
3,37.73013943,-122.4322689
2,37.73082461,-122.4109829
2,37.78859007,-122.4006271
3,37.76113404,-122.4898533
3,37.80253406,-122.4306874
3,37.80386497,-122.442782
2,37.78508117,-122.4064978
3,37.72582497,-122.4423244
3,37.78750218,-122.4527802
2,37.78107188,-122.4658941
3,37.73459871,-122.3903446
2,37.78656172,-122.4332974
3,37.71029652,-122.4189864
3,37.77912149,-122.4646817
3,37.77981445,-122.4986204
3,37.78234047,-122.4037719
3,37.78921414,-122.446464
3,37.77903213,-122.4018433
3,37.75701141,-122.4358131
3,37.7815854,-122.4230902
3,37.79152537,-122.4834802
3,37.78366898,-122.4109266
3,37.77708786,-122.4672204
3,37.80578627,-122.4422098
3,37.78769958,-122.4637579
3,37.77649448,-122.4113591
3,37.74392308,-122.4372058
2,37.77871943,-122.4147412
2,37.71118857,-122.4036501
2,37.79115281,-122.3958134
3,37.76724422,-122.5102257
3,37.78921414,-122.446464
3,37.75421545,-122.4422093
3,37.75977775,-122.4993619
3,37.78533462,-122.424687
3,37.742736,-122.4815818
3,37.78289098,-122.4654924
3,37.7421067,-122.3950653
2,37.78367395,-122.415073
3,37.75701141,-122.4358131
3,37.78149951,-122.4049333
3,37.78370693,-122.4085951
3,37.72095809,-122.3871663
3,37.78769958,-122.4637579
3,37.7602986,-122.5075295
3,37.74817255,-122.458695
3,37.78640961,-122.4080362
2,37.7852804,-122.4618941
3,37.80578627,-122.4422098
3,37.76682133,-122.4288149
3,37.79896754,-122.4118363
3,37.78398088,-122.420197
3,37.76113404,-122.4898533
3,37.73459871,-122.3903446
2,37.78594273,-122.4189026
3,37.79006977,-122.4001732
3,37.76274366,-122.4217477
3,37.79896754,-122.4118363
3,37.77095828,-122.468301
3,37.73459871,-122.3903446
3,37.78186545,-122.4142853
3,37.76907613,-122.4471673
3,37.75701141,-122.4358131
3,37.77091334,-122.420305
2,37.78578701,-122.4125478
3,37.78921414,-122.446464
3,37.78273164,-122.4064794
3,37.77604635,-122.4112888
3,37.78026497,-122.4033872
2,37.75010755,-122.4137792
3,37.74676575,-122.4224802
3,37.73664559,-122.3828839
2,37.7398532,-122.3912684
3,37.75186818,-122.4666038
3,37.77986281,-122.468426
3,37.71873196,-122.4502606
2,37.8080501,-122.4098773
3,37.79152537,-122.4834802
3,37.74240621,-122.4890799
3,37.79919424,-122.4358452
2,37.72072423,-122.4466086
3,37.79364042,-122.3970103
2,37.71214951,-122.4171412
2,37.77233107,-122.5098968
3,37.79152537,-122.4834802
3,37.78487706,-122.4423489
3,37.73459871,-122.3903446
3,37.74240621,-122.4890799
2,37.78186545,-122.4142853
3,37.78750218,-122.4527802
3,37.77771244,-122.4127367
3,37.7602986,-122.5075295
3,37.75421545,-122.4422093
3,37.73664559,-122.3828839
2,37.7286741,-122.391441
3,37.78118777,-122.3913514
2,37.72547565,-122.3942435
3,37.80523668,-122.4244878
3,37.75421545,-122.4422093
2,37.74957409,-122.476228
3,37.72489009,-122.4846288
3,37.78606071,-122.4533993
2,37.79705894,-122.4479142
3,37.72854447,-122.4756468
3,37.74490038,-122.4973839
3,37.77996239,-122.4662884
3,37.78176159,-122.4110582
2,37.80118541,-122.4337909
3,37.78234047,-122.4037719
2,37.79426363,-122.406305
3,37.76113404,-122.4898533
3,37.77953108,-122.4135425
3,37.77465348,-122.4051182
3,37.78026497,-122.4033872
3,37.78988335,-122.4180124
3,37.72095809,-122.3871663
3,37.79152537,-122.4834802
3,37.78434927,-122.4093092
3,37.78202244,-122.4130541
2,37.76819748,-122.4356402
3,37.77111434,-122.3903682
3,37.77339331,-122.4391144
3,37.78651982,-122.4148066
2,37.7841909,-122.4101195
3,37.72265394,-122.4541803
3,37.74392308,-122.4372058
2,37.78160513,-122.4163363
3,37.74951187,-122.4236846
3,37.78335797,-122.4386014
2,37.77084743,-122.4403577
2,37.77966604,-122.4137112
3,37.75730761,-122.4066198
2,37.78383444,-122.4129305
3,37.76088893,-122.4350007
3,37.72095809,-122.3871663
2,37.78294352,-122.4199884
2,37.77290912,-122.4221864
3,37.71162643,-122.4083541
3,37.79508406,-122.4073869
3,37.78921414,-122.446464
2,37.80737946,-122.4073037
2,37.78729821,-122.3944813
2,37.76437321,-122.4174785
3,37.7759254,-122.4379898
3,37.80298506,-122.4122222
2,37.79786454,-122.3967013
2,37.76828478,-122.4188852
3,37.78781816,-122.4083826
2,37.76049101,-122.3885564
3,37.78079208,-122.4083857
2,37.78492113,-122.4160974
3,37.77643541,-122.4150649
3,37.75412098,-122.4147821
3,37.77866767,-122.4587539
3,37.79843074,-122.4026627
2,37.7286741,-122.391441
3,37.74539144,-122.5074426
2,37.78186334,-122.4138656
3,37.79152537,-122.4834802
2,37.79447972,-122.3947476
3,37.73459871,-122.3903446
3,37.74676575,-122.4224802
3,37.74951187,-122.4236846
3,37.79406256,-122.4083228
3,37.79237523,-122.4286366
2,37.76509538,-122.4180276
2,37.76554761,-122.4114553
3,37.77953108,-122.4135425
3,37.76359197,-122.4776863
2,37.78321431,-122.4107648
3,37.79398912,-122.4030704
2,37.78611721,-122.4198542
2,37.7459563,-122.4542399
3,37.79456754,-122.4074578
2,37.743114,-122.4230426
3,37.78133406,-122.3990275
3,37.72676155,-122.3890116
3,37.78434554,-122.4077851
3,37.79284855,-122.4023513
3,37.79237523,-122.4286366
2,37.75431295,-122.4409235
3,37.79657022,-122.409039
3,37.7702452,-122.425669
3,37.73013943,-122.4322689
3,37.78086621,-122.4288032
3,37.76177683,-122.4351517
3,37.78769958,-122.4637579
3,37.71873196,-122.4502606
2,37.774592,-122.4626752
2,37.71625468,-122.4525839
2,37.75624034,-122.4187553
3,37.72623625,-122.4336236
3,37.7610428,-122.4333538
3,37.78480739,-122.4136154
2,37.72072423,-122.4466086
3,37.81052072,-122.3651383
3,37.79058657,-122.3998775
3,37.78469892,-122.4135935
3,37.77465348,-122.4051182
3,37.78086621,-122.4288032
3,37.78791853,-122.4042776
3,37.78606071,-122.4533993
3,37.78076435,-122.388778
3,37.77604635,-122.4112888
2,37.70960617,-122.4598694
3,37.76374916,-122.4942674
3,37.75633027,-122.3955654
3,37.78119999,-122.4303649
2,37.78409104,-122.4117844
3,37.73481718,-122.4165021
3,37.77604635,-122.4112888
3,37.75623199,-122.4188933
3,37.75421545,-122.4422093
3,37.79910286,-122.4455005
3,37.78750218,-122.4527802
3,37.78491618,-122.41195
2,37.72581695,-122.402917
3,37.72623625,-122.4336236
3,37.77965803,-122.4383066
2,37.78729495,-122.4032771
2,37.76684557,-122.4299996
3,37.76113404,-122.4898533
3,37.77604635,-122.4112888
2,37.77921168,-122.4109366
3,37.78176159,-122.4110582
2,37.7459563,-122.4542399
2,37.78300408,-122.4124117
2,37.79838308,-122.4075217
3,37.77973891,-122.4071595
3,37.78366898,-122.4109266
3,37.76950326,-122.4504526
3,37.77908938,-122.4319258
3,37.78499964,-122.4210923
2,37.72993469,-122.3977444
2,37.76049101,-122.3885564
3,37.77732776,-122.3930886
2,37.73044977,-122.372908
3,37.70881491,-122.4236241
3,37.74817255,-122.458695
2,37.78778674,-122.4030709
2,37.78026497,-122.4033872
3,37.78872976,-122.4564036
3,37.78335797,-122.4386014
3,37.77339331,-122.4391144
3,37.78383852,-122.4137755
3,37.7785051,-122.4056153
2,37.7890669,-122.3923394
2,37.77514707,-122.4192556
3,37.79508406,-122.4073869
3,37.77393537,-122.4460917
2,37.76819748,-122.4356402
3,37.79152537,-122.4834802
3,37.78204421,-122.4085195
2,37.71226467,-122.4729324
3,37.7759254,-122.4379898
3,37.78002675,-122.4362592
3,37.77649448,-122.4113591
3,37.74828588,-122.4170443
3,37.75421545,-122.4422093
3,37.76317997,-122.5071273
3,37.78026497,-122.4033872
3,37.77604635,-122.4112888
3,37.80805941,-122.4166137
3,37.79456754,-122.4074578
2,37.77780415,-122.4097037
2,37.78466041,-122.3999147
2,37.77290912,-122.4221864
3,37.78002675,-122.4362592
3,37.78626844,-122.4129972
3,37.76824603,-122.4533523
3,37.73459871,-122.3903446
3,37.77816384,-122.4358853
2,37.77872189,-122.3992277
2,37.77514707,-122.4192556
3,37.74959545,-122.3996788
3,37.7919874,-122.3977336
3,37.78917521,-122.4094297
3,37.78398088,-122.420197
3,37.7590294,-122.4258434
3,37.72092962,-122.397271
2,37.71888022,-122.3987481
3,37.7592203,-122.4633116
3,37.78750218,-122.4527802
2,37.72476337,-122.3947195
3,37.79371656,-122.4322795
3,37.7866625,-122.4291682
3,37.73031322,-122.4862054
3,37.7657833,-122.4075342
3,37.78186545,-122.4142853
3,37.73252975,-122.4696609
3,37.78469892,-122.4135935
3,37.77986281,-122.468426
2,37.80118541,-122.4337909
3,37.77643541,-122.4150649
3,37.7657833,-122.4075342
3,37.78002675,-122.4362592
2,37.72581695,-122.402917
3,37.79152537,-122.4834802
2,37.74299701,-122.4216445
3,37.78921414,-122.446464
3,37.74828588,-122.4170443
3,37.80298506,-122.4122222
2,37.78826927,-122.4015099
3,37.72676155,-122.3890116
3,37.7894784,-122.4061669
3,37.73252975,-122.4696609
3,37.75701141,-122.4358131
2,37.77685877,-122.3969055
3,37.77908938,-122.4319258
2,37.7841909,-122.4101195
3,37.7592203,-122.4633116
2,37.71063201,-122.4488449
3,37.78370693,-122.4085951
3,37.75623199,-122.4188933
3,37.78921414,-122.446464
3,37.71449939,-122.4827665
3,37.75637531,-122.4405865
2,37.78656172,-122.4332974
3,37.75637531,-122.4405865
3,37.79843074,-122.4026627
3,37.74730042,-122.4269379
2,37.78233759,-122.4138914
3,37.78626844,-122.4129972
2,37.75354618,-122.3972118
3,37.78149951,-122.4049333
3,37.78255696,-122.4163494
3,37.78750218,-122.4527802
3,37.74392308,-122.4372058
3,37.77095828,-122.468301
2,37.77273718,-122.4104337
3,37.79152537,-122.4834802
2,37.72342964,-122.4535824
3,37.76907613,-122.4471673
3,37.78750218,-122.4527802
3,37.74817255,-122.458695
3,37.80298506,-122.4122222
2,37.7224527,-122.4513127
3,37.77996239,-122.4662884
2,37.7890669,-122.3923394
2,37.71888022,-122.3987481
3,37.7331435,-122.3809904
3,37.77337237,-122.4434016
3,37.7780137,-122.4673563
2,37.71226467,-122.4729324
3,37.76907613,-122.4471673
3,37.80523668,-122.4244878
3,37.76724422,-122.5102257
2,37.73049345,-122.4334674
3,37.71142358,-122.4110601
2,37.71063201,-122.4488449
3,37.73123693,-122.4050859
3,37.71029652,-122.4189864
2,37.78325042,-122.414216
2,37.80118541,-122.4337909
3,37.75147307,-122.3900869
2,37.76061396,-122.5016396
3,37.71882735,-122.4767301
2,37.7969019,-122.4068277
3,37.72265394,-122.4541803
3,37.76374916,-122.4942674
3,37.77866767,-122.4587539
3,37.72179507,-122.4546166
3,37.74730042,-122.4269379
3,37.71162643,-122.4083541
2,37.75144383,-122.4182976
2,37.77273718,-122.4104337
2,37.7852804,-122.4618941
3,37.7785051,-122.4056153
2,37.78409104,-122.4117844
2,37.771888,-122.4817854
2,37.79282365,-122.3970342
3,37.78380692,-122.4192504
2,37.78605122,-122.4189243
2,37.77600992,-122.4128894
2,37.77753424,-122.4408637
3,37.78428162,-122.4046146
3,37.73038988,-122.4297938
3,37.78208745,-122.4308556
3,37.75362875,-122.3955231
3,37.75242395,-122.4752764
3,37.77803651,-122.4154291
3,37.71795294,-122.4456859
3,37.78495388,-122.4279889
3,37.78305906,-122.4157199
3,37.71214951,-122.4171412
3,37.7841909,-122.4101195
3,37.77526033,-122.4098209
3,37.78647953,-122.4047244
3,37.78402999,-122.4546178
3,37.80148647,-122.4120043
2,37.7720335,-122.3982007
3,37.77078768,-122.4004626
2,37.80212219,-122.4255434
3,37.77858957,-122.4116262
2,37.77948978,-122.4073764
2,37.72949909,-122.3794249
3,37.75767154,-122.3946608
3,37.70976253,-122.449675
3,37.77908938,-122.4319258
3,37.78331041,-122.3883799
3,37.78703795,-122.418271
2,37.73820364,-122.4795909
2,37.7254919,-122.4609324
2,37.78153743,-122.4095183
3,37.78225009,-122.4112686
3,37.77879789,-122.4225207
3,37.78132126,-122.3958435
2,37.7861514,-122.4172576
3,37.71562305,-122.3834229
3,37.7875045,-122.4141637
3,37.72964281,-122.3923586
3,37.77346649,-122.4135469
3,37.78202427,-122.4011597
3,37.77710453,-122.3927504
3,37.79169725,-122.3921341
3,37.79006977,-122.4001732
3,37.77965963,-122.4387402
3,37.8050779,-122.4252986
2,37.7618327,-122.4317555
3,37.78926925,-122.4162054
2,37.77409486,-122.4200014
2,37.78075775,-122.4913021
2,37.77693145,-122.3993081
3,37.75675709,-122.4830289
2,37.71901187,-122.4804507
3,37.78647953,-122.4047244
3,37.72664748,-122.393867
3,37.78646212,-122.4525711
3,37.76546531,-122.4331481
3,37.77078768,-122.4004626
3,37.76342006,-122.4582525
3,37.79494605,-122.4291559
2,37.78332633,-122.4403249
3,37.73527383,-122.3914135
3,37.78594273,-122.4189026
2,37.78111921,-122.412597
2,37.77685589,-122.438177
3,37.79573711,-122.4234131
3,37.76924706,-122.4269556
3,37.78589033,-122.4117257
3,37.73408651,-122.4340661
3,37.73527383,-122.3914135
2,37.76429934,-122.4185514
3,37.74983632,-122.4182805
3,37.75730761,-122.4066198
3,37.78486624,-122.4127821
3,37.729632,-122.433808
3,37.77078768,-122.4004626
3,37.78075775,-122.4913021
3,37.77250432,-122.442378
3,37.73589457,-122.3910721
3,37.73812754,-122.4240635
2,37.78714009,-122.4320886
3,37.76274366,-122.4217477
3,37.73457071,-122.3918317
3,37.76653011,-122.4212887
3,37.78802755,-122.4478045
3,37.71872229,-122.3891183
2,37.78594273,-122.4189026
3,37.77515106,-122.4328041
3,37.73457071,-122.3918317
3,37.79573711,-122.4234131
2,37.76930364,-122.4426108
3,37.77078768,-122.4004626
2,37.73740625,-122.4240401
3,37.76544761,-122.4131052
2,37.78225009,-122.4112686
3,37.74524779,-122.3906484
3,37.80526026,-122.4160538
3,37.77908938,-122.4319258
2,37.72810493,-122.4617256
3,37.76274366,-122.4217477
2,37.73490503,-122.3863042
2,37.71882359,-122.4004234
2,37.77623052,-122.414711
3,37.79053181,-122.4039142
3,37.7971786,-122.4101446
2,37.71710621,-122.4297477
3,37.77091334,-122.420305
2,37.77600992,-122.4128894
3,37.78737446,-122.4377476
3,37.79169725,-122.3921341
3,37.78331041,-122.3883799
3,37.72218522,-122.3987437
3,37.77650804,-122.4144578
2,37.71948129,-122.4078044
3,37.78331041,-122.3883799
3,37.79804495,-122.3963671
3,37.76546531,-122.4331481
3,37.78479798,-122.4396639
3,37.72238833,-122.4277819
3,37.74161828,-122.448658
3,37.79573711,-122.4234131
3,37.76661195,-122.4046178
2,37.73740625,-122.4240401
2,37.77256476,-122.4305998
3,37.77710453,-122.3927504
3,37.7825474,-122.4122479
3,37.78916078,-122.4161834
3,37.73485505,-122.3794869
3,37.77710453,-122.3927504
3,37.77708346,-122.4169793
2,37.72569336,-122.4522897
3,37.77515106,-122.4328041
3,37.80702731,-122.4138125
2,37.77273891,-122.4483313
3,37.78428162,-122.4046146
3,37.77475978,-122.4164573
3,37.75502234,-122.499644
3,37.73238239,-122.4362384
3,37.7677331,-122.415607
2,37.78097102,-122.4321664
3,37.798714,-122.4096183
3,37.77021017,-122.445345
3,37.78116831,-122.4348057
2,37.78597748,-122.4053594
2,37.78967095,-122.4196571
2,37.77685589,-122.438177
3,37.74161828,-122.448658
3,37.8050779,-122.4252986
2,37.78225009,-122.4112686
3,37.78802055,-122.4260616
3,37.798714,-122.4096183
3,37.71872229,-122.3891183
3,37.78479798,-122.4396639
3,37.79804495,-122.3963671
3,37.78646212,-122.4525711
3,37.77762424,-122.3999811
3,37.78594273,-122.4189026
3,37.77404134,-122.423188
3,37.7639379,-122.3942141
3,37.76410441,-122.421878
3,37.7702452,-122.425669
3,37.76653011,-122.4212887
3,37.75362875,-122.3955231
2,37.73238073,-122.378268
3,37.78537343,-122.4590871
3,37.79411691,-122.3965564
3,37.80702731,-122.4138125
3,37.78916078,-122.4161834
3,37.77953108,-122.4135425
2,37.7686746,-122.4290538
3,37.79447972,-122.3947476
3,37.74823073,-122.414919
2,37.72610068,-122.4332047
3,37.78469892,-122.4135935
3,37.73527383,-122.3914135
3,37.80826332,-122.4149725
2,37.78594273,-122.4189026
3,37.77633827,-122.4029965
3,37.76429934,-122.4185514
2,37.71947658,-122.3969544
2,37.77555491,-122.4404673
3,37.71760251,-122.4062683
3,37.80558464,-122.4119727
3,37.74983632,-122.4182805
2,37.72158648,-122.4421337
2,37.75643742,-122.4154808
3,37.7841909,-122.4101195
3,37.7639379,-122.3942141
3,37.75376855,-122.487183
2,37.77948978,-122.4073764
3,37.79171002,-122.4227754
2,37.8050779,-122.4252986
3,37.72566405,-122.4353138
3,37.75355162,-122.4354147
3,37.77078768,-122.4004626
3,37.72566405,-122.4353138
3,37.78537343,-122.4590871
3,37.7459563,-122.4542399
3,37.7866625,-122.4291682
2,37.78160513,-122.4163363
3,37.78611721,-122.4198542
3,37.77710453,-122.3927504
3,37.78646212,-122.4525711
3,37.79503626,-122.3966105
2,37.78922561,-122.408595
3,37.78611721,-122.4198542
3,37.76095474,-122.4339036
2,37.71554505,-122.4736299
3,37.80860234,-122.4157858
3,37.78781816,-122.4083826
3,37.77591187,-122.4184636
3,37.79573711,-122.4234131
3,37.73812754,-122.4240635
2,37.76274366,-122.4217477
3,37.7825474,-122.4122479
2,37.77319006,-122.418237
3,37.78439649,-122.4169005
3,37.75250607,-122.414086
2,37.75376274,-122.4043548
3,37.77644931,-122.5017345
3,37.78283615,-122.4175021
2,37.7459563,-122.4542399
2,37.7903193,-122.4231629
2,37.78611721,-122.4198542
3,37.72992738,-122.3903141
3,37.76209916,-122.4149986
3,37.7249573,-122.4346713
2,37.78133406,-122.3990275
3,37.79804495,-122.3963671
3,37.79053181,-122.4039142
3,37.73527383,-122.3914135
3,37.82403385,-122.376458
3,37.73238239,-122.4362384
3,37.75623199,-122.4188933
3,37.80860234,-122.4157858
3,37.80630033,-122.4119774
3,37.72238833,-122.4277819
3,37.75853818,-122.4637815
3,37.79804495,-122.3963671
3,37.78926925,-122.4162054
3,37.78906361,-122.4018031
3,37.76494911,-122.4432025
2,37.80212219,-122.4255434
2,37.76008506,-122.4349962
3,37.73871302,-122.4277449
2,37.76423612,-122.4196598
3,37.77830294,-122.4154368
2,37.76423612,-122.4196598
2,37.78800118,-122.4219549
3,37.80148647,-122.4120043
3,37.79380339,-122.4390417
3,37.78086621,-122.4288032
3,37.75502234,-122.499644
2,37.7815854,-122.4230902
3,37.78114586,-122.409026
3,37.78802055,-122.4260616
2,37.77507596,-122.5112949
2,37.75309998,-122.4175009
3,37.75675709,-122.4830289
3,37.8050779,-122.4252986
3,37.78402999,-122.4546178
3,37.7971786,-122.4101446
3,37.76803165,-122.4474482
3,37.79380339,-122.4390417
3,37.7841909,-122.4101195
2,37.78086621,-122.4288032
3,37.77732776,-122.3930886
3,37.78636079,-122.4156169
3,37.75144383,-122.4182976
3,37.773389,-122.413645
3,37.77710453,-122.3927504
2,37.80019019,-122.4411774
3,37.78872976,-122.4564036
2,37.78053761,-122.4204851
3,37.72380521,-122.4733271
3,37.79265684,-122.3923645
3,37.77964754,-122.411386
2,37.75191566,-122.4655374
2,37.77830294,-122.4154368
3,37.73527383,-122.3914135
2,37.73425457,-122.416298
2,37.77465348,-122.4051182
3,37.77732776,-122.3930886
2,37.71901187,-122.4804507
3,37.77710453,-122.3927504
3,37.79862378,-122.4606347
2,37.78387236,-122.4201755
2,37.72996736,-122.3820961
2,37.76070861,-122.4994966
3,37.72615321,-122.437433
3,37.74817255,-122.458695
2,37.74962167,-122.4751508
3,37.78394291,-122.4129524
3,37.773389,-122.413645
3,37.78916078,-122.4161834
3,37.79804495,-122.3963671
3,37.77871943,-122.4147412
3,37.79494605,-122.4291559
3,37.77475978,-122.4164573
2,37.77753424,-122.4408637
3,37.79265684,-122.3923645
2,37.77585486,-122.4456144
3,37.70907112,-122.4476739
3,37.78004215,-122.428636
2,37.78399149,-122.4080665
3,37.77638422,-122.4212604
3,37.78737446,-122.4377476
3,37.77650804,-122.4144578
3,37.7639379,-122.3942141
3,37.77542071,-122.4034048
3,37.78630722,-122.4052948
3,37.77638422,-122.4212604
2,37.74817255,-122.458695
3,37.77310059,-122.4155614
2,37.7233591,-122.4019025
3,37.79809081,-122.4087818
3,37.78703795,-122.418271
3,37.75623199,-122.4188933
3,37.79494605,-122.4291559
3,37.72218522,-122.3987437
2,37.74360858,-122.4376829
2,37.78967095,-122.4196571
3,37.73871302,-122.4277449
3,37.78194927,-122.4062724
2,37.78086621,-122.4288032
2,37.77066726,-122.4455084
3,37.77710453,-122.3927504
3,37.78659754,-122.3979317
3,37.78092669,-122.4108704
2,37.78387236,-122.4201755
3,37.73457071,-122.3918317
3,37.78958038,-122.4128912
2,37.78922561,-122.408595
3,37.78347684,-122.4124351
3,37.7773617,-122.4102631
3,37.71214951,-122.4171412
2,37.77440629,-122.4837863
3,37.78872976,-122.4564036
3,37.729632,-122.433808
2,37.78492113,-122.4160974
2,37.77409486,-122.4200014
3,37.77644931,-122.5017345
2,37.79983092,-122.4352019
3,37.78906361,-122.4018031
3,37.78186545,-122.4142853
3,37.78916078,-122.4161834
3,37.77475548,-122.4546826
3,37.7837893,-122.4092663
2,37.73027772,-122.4296069
2,37.77507596,-122.5112949
2,37.72582497,-122.4423244
3,37.71569869,-122.4009203
2,37.77830294,-122.4154368
2,37.78383852,-122.4137755
3,37.71760251,-122.4062683
3,37.78132126,-122.3958435
3,37.79447972,-122.3947476
2,37.7881859,-122.40012
3,37.80112513,-122.4113763
3,37.72664748,-122.393867
3,37.7826425,-122.4078327
3,37.77475978,-122.4164573
2,37.7479927,-122.4054236
3,37.77346649,-122.4135469
2,37.74919905,-122.4145932
3,37.79862378,-122.4606347
2,37.7815854,-122.4230902
3,37.78500949,-122.4187138
3,37.78439649,-122.4169005
2,37.78139834,-122.4547041
3,37.80112513,-122.4113763
3,37.78876833,-122.40843
3,37.73527383,-122.3914135
3,37.77858957,-122.4116262
3,37.72391411,-122.3914919
3,37.72391411,-122.3914919
2,37.78111921,-122.412597
2,37.78224837,-122.4465925
3,37.77021017,-122.445345
3,37.78630722,-122.4052948
3,37.74823073,-122.414919
2,37.74122196,-122.495915
3,37.77762424,-122.3999811
2,37.75191566,-122.4655374
2,37.77762424,-122.3999811
3,37.7837893,-122.4092663
3,37.78537343,-122.4590871
2,37.78714009,-122.4320886
3,37.78564171,-122.4179963
2,37.77626951,-122.4172576
2,37.79011157,-122.4810515
2,37.78153743,-122.4095183
2,37.72385901,-122.4556159
3,37.77475978,-122.4164573
3,37.77830294,-122.4154368
3,37.78701079,-122.399975
3,37.77710453,-122.3927504
3,37.78737446,-122.4377476
3,37.77879789,-122.4225207
2,37.78387236,-122.4201755
3,37.78486624,-122.4127821
2,37.76301735,-122.4481104
2,37.74947846,-122.4028663
2,37.78594273,-122.4189026
3,37.74917218,-122.4159546
3,37.75767154,-122.3946608
3,37.7875045,-122.4141637
3,37.78589033,-122.4117257
3,37.78469892,-122.4135935
3,37.78394291,-122.4129524
2,37.78176091,-122.4151051
3,37.78537343,-122.4590871
3,37.79573711,-122.4234131
2,37.78269112,-122.4095367
2,37.77744083,-122.4256194
3,37.72274665,-122.43296
2,37.76932618,-122.4527123
3,37.78383444,-122.4129305
3,37.76410441,-122.421878
3,37.77638422,-122.4212604
3,37.77871943,-122.4147412
3,37.76141313,-122.4272205
3,37.77409486,-122.4200014
3,37.79494605,-122.4291559
3,37.75355162,-122.4354147
3,37.79633525,-122.4005152
3,37.71795294,-122.4456859
2,37.72903103,-122.4189314
3,37.71795294,-122.4456859
3,37.7850961,-122.4127588
2,37.7903193,-122.4231629
3,37.79380339,-122.4390417
2,37.77011145,-122.4200083
3,37.78906361,-122.4018031
2,37.73238073,-122.378268
2,37.78661535,-122.4063989
2,37.78160513,-122.4163363
3,37.78971338,-122.4416302
2,37.78574399,-122.405831
3,37.7722547,-122.4405724
2,37.74360858,-122.4376829
3,37.78116831,-122.4348057
3,37.79171002,-122.4227754
3,37.75250607,-122.414086
3,37.78394291,-122.4129524
2,37.78111921,-122.412597
3,37.72964281,-122.3923586
3,37.76227017,-122.4194705
3,37.74524779,-122.3906484
3,37.78659754,-122.3979317
3,37.77409486,-122.4200014
3,37.80526026,-122.4160538
3,37.77710453,-122.3927504
2,37.78367395,-122.415073
2,37.7479927,-122.4054236
2,37.74678928,-122.4186946
2,37.73027772,-122.4296069
3,37.71562305,-122.3834229
3,37.72925248,-122.3824576
3,37.77310059,-122.4155614
2,37.76464569,-122.4263817
3,37.71100291,-122.4125613
2,37.78594273,-122.4189026
3,37.78022582,-122.4815157
3,37.79804495,-122.3963671
2,37.78111921,-122.412597
3,37.75370309,-122.4208121
3,37.73038988,-122.4297938
3,37.75675709,-122.4830289
3,37.72615321,-122.437433
3,37.78958038,-122.4128912
2,37.70976253,-122.449675
3,37.78926925,-122.4162054
2,37.74289233,-122.434492
3,37.76494911,-122.4432025
3,37.77475548,-122.4546826
3,37.7722547,-122.4405724
